kmeans,random,greedy,hillclimber
29590,35440,,35143
29671,35620,,35386
29761,35404,,35296
29590,35557,,34999
29716,35494,,35575
29572,35692,,34909
29626,35611,,35188
29986,35584,,35665
29860,35458,,35089
29824,35080,,35620
30049,35818,,35530
29581,35971,,34855
29824,35602,,35314
29887,36097,,35260
29905,35224,,35404
29617,36223,,35305
29599,35386,,34999
29824,35161,,35656
29734,35746,,34810
29851,36061,,34999
29689,35737,,35269
29824,35458,,34900
29689,35161,,35152
29662,35710,,35296
29797,35944,,35089
29752,35872,,35368
29806,35467,,35098
29716,36241,,35296
29716,35845,,35089
29734,35719,,35359
29626,35134,,34540
29599,35836,,35413
29761,35170,,35143
29707,35791,,35548
29716,35512,,35035
29707,35836,,35404
29590,35728,,35053
29761,36511,,35449
29689,35836,,35098
29617,35791,,35260
29914,35764,,35395
29698,35755,,35476
29662,35503,,35566
29887,35872,,35611
29707,35224,,35575
29626,35674,,35377
29833,35728,,35314
29725,35620,,35512
29644,36016,,35251
29527,36052,,35557
29743,35782,,35368
29662,35341,,35125
29788,35557,,35566
29833,35674,,34999
29761,35458,,34945
29599,35629,,35530
29707,35890,,35206
29518,36007,,35197
29689,35485,,35206
29644,35476,,35035
29671,35458,,35395
29788,35422,,34891
29725,35701,,35179
29761,36385,,35872
29554,35611,,35179
29833,35620,,35530
29680,35350,,35062
29653,35953,,35170
29662,35431,,35476
29779,35629,,35431
29752,35998,,35368
29662,35530,,35035
29635,35818,,35188
29698,36106,,35476
29770,35863,,35215
29752,35485,,35098
29671,35611,,35224
29590,35566,,35179
29815,35710,,35314
29878,35638,,35188
29752,35674,,35350
29824,35737,,35458
29527,35755,,35593
29662,35413,,35314
29815,35404,,35782
29608,35017,,35080
29644,35530,,35323
29770,35377,,35395
29716,35800,,35179
29770,35611,,35215
29752,35332,,35287
29716,36052,,35386
29743,36250,,35107
29824,35899,,35071
29761,35791,,35557
30031,35494,,35089
29743,35980,,35080
29653,35350,,35719
29905,35008,,35620
29680,36223,,35080
29806,35962,,35035
29707,36097,,34945
29824,35305,,35017
29689,34864,,35422
29842,35404,,35773
29599,35692,,34954
29752,35881,,34855
29626,36160,,35530
29851,35638,,35422
29608,35809,,35242
29581,35728,,35215
29761,35647,,34999
29716,35512,,35773
29752,35539,,35062
29779,35548,,35260
29644,36124,,34954
29725,36061,,35278
29707,35305,,35305
29689,35566,,35062
29716,35719,,35161
29635,36034,,34954
29572,35404,,35269
29788,35089,,34900
29833,35485,,35323
29527,35665,,35305
29869,36025,,34909
29707,35485,,35107
29599,35584,,35035
29743,35863,,35368
29815,35683,,35143
29680,35431,,35368
29662,35368,,35602
29914,35611,,35404
29608,35413,,35269
29743,35269,,35062
29671,35791,,35152
29644,35494,,35314
29725,35908,,35242
29896,36151,,35413
29995,35314,,35368
29833,35377,,35521
29527,35629,,35359
29644,34891,,35143
29698,36061,,35080
29680,35602,,35422
29707,35719,,35368
29635,35530,,35404
29770,35449,,35611
29743,35737,,34972
29707,35170,,35251
29770,36268,,35152
29599,35881,,35278
29779,35323,,35260
29896,35890,,35179
29770,35296,,35224
29689,35836,,35251
29725,36052,,35053
29698,35404,,35449
29563,35800,,35422
29635,36250,,35386
29662,35584,,35269
29617,36061,,35116
29734,35566,,35341
29698,35404,,35386
29815,35224,,34918
29779,36079,,35125
29752,35485,,35539
29860,35665,,34936
29698,35755,,35251
29617,35881,,35251
29617,35557,,35152
29779,35701,,35395
29662,35710,,35350
29725,35638,,35458
29815,35170,,35161
29779,35161,,35692
29608,35215,,35287
29635,36007,,35377
29752,35449,,34810
29662,35998,,35161
29671,35674,,35053
29653,35647,,35269
29680,35251,,35215
29662,35845,,34603
29680,35728,,35080
29770,35080,,35386
29752,35647,,35395
29698,35818,,35413
29698,35467,,35125
29797,35701,,35575
29905,35773,,34972
29653,35359,,35314
29599,36061,,35503
29824,35359,,35179
29707,36043,,35242
29707,35836,,34783
29806,36034,,35251
29752,36070,,35377
29707,35791,,35116
29590,35656,,35287
29671,35863,,35188
29698,35458,,35125
29653,35458,,35476
29608,35530,,35692
29617,35395,,35269
29797,35494,,35323
29608,35593,,34981
29572,35836,,35215
29626,35971,,35557
29644,35755,,35152
29977,35485,,35125
29788,35773,,35296
29680,35188,,35422
29707,35557,,34765
29581,35413,,35395
29716,35638,,35044
29671,35854,,35188
29662,35314,,35521
29815,35800,,35485
29608,35872,,35197
29734,35881,,35134
29725,35908,,35710
29635,35098,,35413
29635,35251,,35143
29833,35557,,35179
29851,35503,,35143
29698,35944,,35269
29716,35827,,35656
29689,36079,,35575
29896,35809,,35215
29734,35701,,35440
29581,35773,,34936
29806,35386,,35233
29878,36268,,35143
29563,35566,,35368
29761,35611,,35773
29662,35656,,35314
29797,35557,,35422
29779,36169,,35125
29662,36016,,35134
29779,35467,,34747
29707,35458,,35287
29662,35746,,34882
29770,35764,,34900
29716,36097,,35638
29779,35413,,35206
29680,35746,,35467
29698,35458,,35242
29734,35314,,35656
29581,35818,,35377
29644,35512,,35314
29779,35197,,35485
29680,35431,,35449
29671,35962,,35737
29617,35755,,35071
29824,35350,,35305
29626,34882,,35206
29725,35755,,35296
29851,35836,,35224
29590,35305,,35071
29680,35827,,35116
29779,36286,,35215
29752,35728,,35125
29635,35233,,34999
29698,35620,,35224
29923,35260,,35233
29734,35845,,35359
29851,35296,,34855
29572,35701,,35800
29635,35755,,35116
29689,35728,,35665
29617,35881,,35476
29806,35764,,35431
29887,35647,,35251
29743,35710,,34864
29689,36052,,35467
29644,35872,,35458
29536,35188,,35548
29806,35719,,35170
29707,35602,,35296
29743,35521,,35215
29671,35251,,35278
29716,35782,,35764
29887,35827,,34999
29671,35485,,34801
29680,35755,,35458
29680,35665,,34945
29761,35539,,35017
29680,35827,,35287
29644,36088,,34909
29896,35836,,35503
29662,35629,,35620
29761,35719,,34963
29698,36124,,34909
29662,35611,,34819
29914,35080,,35053
29581,35791,,35278
29806,35647,,35422
29689,35917,,35530
29662,35728,,35296
29779,35548,,35449
29824,35611,,35242
29743,35656,,34468
29815,35854,,35170
29707,35737,,35080
29761,35656,,34864
29707,36196,,35332
29761,36187,,35206
29572,35935,,35044
29617,35620,,35368
29518,35710,,35125
29815,35728,,35242
29707,35674,,35215
29833,35575,,35116
29734,35341,,35548
29851,34747,,35323
29698,35197,,35404
29599,36313,,34747
29761,35575,,35269
29752,36079,,35161
29824,35746,,35359
29590,35710,,35215
29644,35764,,35170
29635,36007,,35566
29878,35269,,35557
29824,35989,,35575
29617,35683,,35296
29797,35440,,35044
29860,35575,,35197
29662,35035,,34846
29725,35404,,35251
29617,36403,,35152
29671,35989,,35674
29932,35404,,35449
29599,35818,,35287
29752,35980,,35386
29752,35467,,35485
29815,36304,,35458
29680,35809,,35035
29671,35656,,35611
29716,35188,,35674
29563,35980,,35458
29716,35710,,35323
29716,35665,,35512
29689,35782,,35125
29698,36088,,35359
29725,35530,,35566
29527,34954,,34819
29698,36016,,35539
29779,35647,,35134
29707,35512,,35233
29689,35944,,35071
29842,35791,,35413
29635,35521,,35575
29752,35908,,35098
29707,35674,,35062
29797,35170,,35269
29833,35728,,35260
29644,35764,,35467
29734,36097,,35269
29527,35665,,35143
29707,35629,,35413
29770,35827,,34999
29923,35980,,35305
29842,35359,,35395
29761,35782,,35413
29941,36007,,35062
29761,35314,,35071
29536,35845,,35098
29482,35494,,35440
29707,35710,,34810
29689,35422,,34837
29617,35692,,35323
29509,35989,,35152
29788,35728,,34990
29545,35620,,35530
29635,35728,,35071
29932,35746,,35377
29833,35989,,34891
29509,35782,,35053
29608,35377,,35314
29698,35152,,35512
29716,36385,,35431
29608,35791,,35458
29725,35755,,35242
29707,35818,,35980
29716,35728,,35368
29869,35845,,35197
29509,35584,,35134
29716,35836,,35251
29761,36070,,35305
29788,35890,,34945
29779,35926,,35800
29851,35719,,35314
29761,36043,,34747
29707,35377,,35179
29590,36061,,35620
29779,35485,,35251
29743,35755,,35278
29725,36214,,35116
29572,35881,,35917
29707,35728,,35314
29644,35215,,34963
29689,35476,,35269
29698,35782,,35143
29851,35719,,34873
29662,36133,,34909
29824,34864,,35359
29644,35647,,35350
29680,35611,,35035
29770,35908,,35035
29617,35719,,35188
30031,35512,,35206
29869,35557,,35476
29617,35755,,34927
29707,35908,,35566
29761,35359,,35530
29581,36016,,35512
29545,35512,,34918
29716,35818,,34837
29752,35674,,35035
29662,35566,,35458
29644,35629,,34963
29842,36079,,34819
29572,35620,,35278
29860,35242,,35404
29617,36034,,35116
29752,36070,,34945
29779,35692,,35215
29635,35674,,35440
29806,35494,,35593
29896,36007,,35422
29617,35359,,35098
29653,35710,,35215
29734,35611,,35233
29833,35575,,34774
29671,35710,,35278
29725,35836,,35242
29770,35665,,35593
29788,35809,,35287
29527,35458,,35494
29824,35944,,35161
29878,35161,,34990
29590,35935,,35287
29761,35674,,35116
29491,36016,,35305
29482,35935,,35548
29671,35512,,35404
29806,35611,,35332
29743,35764,,35656
29815,35665,,35251
29833,35638,,35305
29671,35998,,35368
29680,35287,,35908
29689,36322,,35404
29824,35566,,35251
29716,35359,,35071
29536,35710,,35062
29833,35575,,35206
29608,36097,,35260
29815,35764,,35062
29770,36133,,35818
29680,35584,,35053
29626,35719,,35296
29716,36079,,35260
29572,35413,,35071
29797,35431,,35665
29734,35638,,35584
29617,35764,,35512
29617,36124,,35782
29734,35602,,35368
29707,35386,,35170
29734,36187,,35449
29707,35980,,35188
29734,35881,,34648
29941,35557,,35179
29635,35557,,34963
29698,35773,,34972
29734,35827,,35440
29779,35377,,35467
29770,36061,,35737
29644,35395,,35233
29671,35395,,34918
29896,35701,,35098
29716,35188,,35197
29680,35917,,35089
29725,35584,,35557
29608,35458,,35017
29806,35647,,34693
29689,35710,,35314
29950,36007,,35323
29806,35530,,35845
29806,35602,,35071
29725,35521,,34837
29653,35323,,35071
29770,35692,,35341
29752,35620,,35683
29725,35647,,35197
29896,35845,,35422
29716,35836,,35089
29743,35944,,34810
29905,35926,,35305
29752,35341,,35692
29590,35845,,35737
29554,35233,,34846
29869,35467,,34936
29743,35629,,35206
29788,36295,,35134
29617,35737,,35278
29860,36106,,35116
29671,35953,,35413
29716,35557,,35926
29743,36079,,35134
29671,35809,,35449
29770,35584,,35377
29707,35422,,35260
29842,35611,,35035
29689,35755,,34954
29815,35467,,35305
29752,35647,,34954
29797,36124,,35251
29788,35611,,35296
29626,36034,,35332
29788,35881,,34855
29761,35980,,35557
29743,35512,,34972
29725,35647,,35125
29644,35593,,35476
29797,35377,,35521
29626,35845,,35116
29608,36052,,35152
29617,35422,,34936
29698,35602,,35017
29662,35323,,35044
29842,35908,,35008
29680,35557,,35098
29788,35449,,35476
29689,36052,,34855
29770,35953,,34738
29662,35305,,35359
29716,35980,,35449
29671,35782,,35170
29599,35377,,35323
29752,36124,,35701
29887,35809,,35278
29725,35368,,35800
29689,35575,,34909
29716,35701,,35197
29671,35620,,35584
29707,35908,,35476
29770,35845,,35485
29797,35899,,35404
29626,36061,,35602
29950,35980,,35170
29680,35485,,35053
29743,35755,,35386
29851,35467,,34873
29599,35377,,34954
29662,35971,,35179
29644,35881,,35080
29851,36196,,35125
29743,35080,,35872
29734,35404,,35431
29752,35935,,35422
29698,35818,,35134
29680,35764,,35296
29896,35602,,35404
29626,35377,,35467
29860,35773,,35629
29554,35656,,35431
29689,35440,,35449
29806,35719,,35386
29716,35494,,35179
29563,35323,,35017
29689,35935,,35800
29716,35665,,35953
29788,35206,,35125
29599,36214,,35791
29689,35800,,35557
29716,35404,,34756
29662,35926,,35269
29644,35521,,35125
29725,35773,,35197
29608,36142,,35242
29581,35395,,35332
29707,35485,,35458
29905,35710,,35350
29779,35809,,35584
29653,35701,,35512
29806,35422,,35098
29608,35665,,35179
29716,35269,,35467
29743,35476,,35161
29662,35431,,35251
29824,35764,,35107
29842,35899,,35458
29788,35602,,34693
29599,35611,,35377
29635,36133,,35215
29635,35521,,35458
29689,35503,,35368
29860,35773,,35431
29608,35458,,35071
29653,35854,,35503
29671,35674,,35557
29698,35674,,35395
29653,35278,,35323
29725,35665,,35278
29761,35431,,35359
29563,35764,,35116
29725,35467,,35251
29743,35476,,35278
29608,35926,,35062
29824,35809,,35503
29815,35647,,35062
29797,35872,,35377
29761,35539,,35260
29770,35737,,35575
29734,35800,,35251
29689,35467,,35395
29779,35953,,35179
29716,35692,,35161
29806,35413,,34783
29905,35557,,35035
29770,36043,,34819
29536,35683,,35350
29689,35710,,35674
29752,35791,,35611
29725,35890,,35503
29590,35746,,35296
29617,35620,,35530
29680,35791,,35593
29509,35881,,35287
29896,35683,,35341
29815,35629,,35431
29806,35836,,34855
29626,35800,,35179
29662,35773,,35071
29644,35647,,35062
29761,36106,,35575
29716,35755,,35404
29743,35827,,35359
29671,35746,,34810
29635,35494,,35845
29761,35944,,35170
29662,36016,,35206
29797,35413,,35467
29743,35764,,35368
29761,36475,,35710
29842,35665,,35323
29671,35503,,35521
29707,35611,,35026
29725,35530,,35386
29761,35674,,35080
29779,36223,,35602
29635,35764,,35215
29950,35899,,35440
29770,35683,,35269
29770,35773,,35314
29707,36061,,35503
29716,35467,,35323
29752,35413,,35044
29554,35674,,35314
29680,35692,,36079
29734,35530,,35125
29716,36007,,35053
29635,35476,,34990
29851,35791,,35125
29626,35998,,35089
29725,35647,,35449
29662,35629,,35251
29788,35683,,35503
29698,35773,,35395
29770,35584,,35503
29761,35584,,34801
29734,35188,,35143
29671,35818,,34882
29833,35962,,35107
29779,35161,,35413
29716,35908,,35017
29842,35197,,35377
29797,34918,,34891
29779,35485,,35206
29779,35737,,35494
29797,35413,,35485
29887,35980,,35485
29644,35998,,35386
29698,35395,,35215
29707,35989,,35143
29599,35548,,35215
29626,35980,,35593
29617,36133,,35125
29815,35620,,35530
29671,35449,,35377
29608,35701,,35449
29653,35728,,35413
29644,35917,,35611
29725,35719,,35494
29626,35620,,35575
29752,35278,,34936
29662,35692,,35638
29734,35449,,34981
29860,35782,,35350
29770,35890,,35404
29779,35458,,35215
29905,34981,,34999
29806,35593,,35314
29743,35665,,35233
29743,35629,,35071
29509,35584,,35098
29599,35278,,35116
29851,35917,,35071
29599,35935,,35431
29725,35359,,35089
29806,35395,,35350
29842,35980,,34819
29590,35449,,34990
29797,35458,,35368
29653,36034,,35377
29644,35953,,35899
29806,35494,,35440
29671,35413,,35143
29680,36169,,35269
29806,35881,,35512
29680,35539,,35332
29473,35800,,35008
29689,34963,,35107
29662,35638,,35494
29860,35386,,35638
29824,35530,,35647
29779,35728,,35350
29635,35539,,35638
29599,35530,,34918
29869,35719,,35341
29653,35575,,35386
29779,35962,,35080
29752,34945,,34972
29806,35836,,35611
29806,35188,,35467
29743,35593,,35134
29779,35701,,35521
29770,36034,,35305
29851,35134,,34972
29923,35620,,35215
29806,35728,,35188
29779,35890,,35080
29572,35548,,35431
29635,36115,,35296
29671,35926,,35557
29680,35413,,34900
29887,35719,,35359
29833,35503,,35161
29689,36133,,35143
29752,35764,,35098
29824,35980,,35251
29617,35710,,35341
29725,36016,,35107
29671,35557,,35512
29761,35899,,35242
29833,36034,,35431
29788,35449,,35404
29644,36088,,34909
29734,35161,,35116
29743,35674,,35062
29626,36331,,35341
29689,35953,,35566
29689,36142,,34999
29860,35665,,35152
29509,35935,,35269
29716,35197,,35512
29707,35368,,35269
29563,35377,,35503
29680,35440,,35107
29851,35782,,35080
29626,35548,,35161
29680,35791,,35206
29572,35656,,35449
29725,36007,,35872
29680,35728,,35116
29563,35314,,35179
29653,36061,,35242
29743,35800,,34990
29545,36394,,34999
29878,35566,,35044
29743,35341,,35341
29716,36214,,35098
29707,36124,,35215
29779,35692,,35071
29707,35953,,35620
29707,35467,,35206
29608,35467,,35134
29689,35593,,35197
29734,35800,,35098
29635,35980,,34963
29887,35881,,35494
29833,35602,,35431
29806,35251,,35206
29734,35989,,35431
29716,35773,,34927
29608,35746,,35188
29860,35908,,35134
29662,36340,,35665
29779,35665,,35107
29797,36232,,34954
29653,35791,,35683
29509,35728,,35179
29626,35503,,35242
29842,35827,,35188
29680,35656,,35170
29923,36169,,35287
29626,35467,,35449
29725,35863,,35332
29761,35818,,34954
29716,35692,,35629
29716,35593,,35116
29644,35827,,34909
29860,35917,,35269
29716,35890,,35602
29869,35080,,35098
29698,35431,,34837
29680,36043,,35206
29815,35467,,35287
29644,36169,,35089
29680,36304,,34855
29797,36070,,34846
29779,35575,,35251
29671,35233,,35359
29761,36007,,35026
29779,35377,,34963
29716,36016,,34666
29626,35476,,35332
29572,36034,,35314
29680,35890,,34999
29824,35377,,35233
29743,35791,,35413
29779,35575,,35413
29806,36151,,35287
29725,36151,,35233
29734,35359,,35125
29752,35710,,35062
29797,35503,,35098
29707,35674,,35674
29788,35611,,35377
29833,35503,,35296
29671,35926,,35305
29680,35251,,35134
29644,35395,,35269
29788,35188,,35161
29635,36151,,35242
29725,35755,,34540
29734,35278,,35764
29725,35962,,35161
29680,35341,,35359
29572,35503,,35233
29779,35647,,35242
29608,35260,,35368
29698,35386,,35314
29707,35863,,35098
29752,35602,,34990
29689,35953,,35080
29761,35764,,35188
29707,35647,,35071
29824,35737,,35674
29815,35683,,35467
29689,35053,,35602
29689,35845,,34891
29599,35548,,34927
29707,35998,,35008
29734,35674,,34999
29716,35998,,35350
29662,35719,,35233
29698,35593,,35098
29698,35953,,35152
29851,35809,,35422
29968,35935,,35656
29761,35350,,35710
29707,35818,,35143
29842,35656,,35125
29608,35539,,35791
29671,35476,,35440
29788,35890,,35125
29653,35719,,35134
29806,35467,,35179
29779,35791,,35323
29761,36016,,34963
29779,34999,,35674
29833,35998,,35170
29905,35548,,36070
29779,35368,,35026
29653,35620,,35539
29635,35710,,35251
29662,36124,,35449
29860,35863,,35440
29689,36628,,35179
29500,35737,,35485
29851,35782,,35026
29635,36160,,35080
29590,35701,,35395
29680,35377,,35305
29653,35251,,35152
29716,35629,,35269
29761,35926,,34594
29734,36034,,35098
29653,35152,,35206
29716,35764,,35260
29743,35683,,35296
29734,36016,,35152
29716,35701,,35278
29806,36286,,34693
29734,35575,,35107
29707,35413,,35773
29680,35746,,34765
29689,35548,,35341
29653,35872,,35422
29671,35899,,35854
29752,35476,,35350
29680,35737,,35323
29797,35548,,34990
29500,35683,,35485
29869,35854,,35269
29761,35602,,35449
29716,35863,,35269
29716,36016,,34900
29617,35296,,35287
29851,35404,,35566
29734,35917,,35449
29842,35719,,35512
29626,35323,,35233
29779,35737,,35260
29770,36241,,35269
29680,35269,,35512
29599,36367,,35377
29770,35683,,35521
29554,35476,,35278
29662,35404,,35314
29599,35953,,35152
29779,35566,,35260
29716,35656,,35395
29689,35674,,35233
29824,35782,,35377
29653,35791,,35422
29671,35206,,35035
29725,35683,,35881
29635,35890,,35233
29707,35953,,35341
29770,35854,,35035
29680,35566,,35359
29788,35764,,35179
29707,35827,,35386
29896,35656,,35098
29689,35908,,35152
29833,35593,,35593
29671,35530,,35278
29689,35719,,35152
29707,35728,,35251
29842,35980,,35440
29671,35521,,35188
29716,35431,,35557
29725,35683,,35440
29779,36115,,35494
29806,35836,,35440
29734,35287,,35314
29581,35404,,35620
29779,35989,,35683
29788,36061,,35368
29725,35980,,35260
29932,35800,,35035
29743,35710,,35314
29833,36556,,35215
29680,35755,,35503
29806,35449,,35107
29797,36448,,35422
29671,35701,,35359
29842,35413,,35422
29689,35575,,35143
29599,35413,,35044
29779,35773,,35431
29518,35359,,35377
29698,35791,,35215
29797,35683,,35242
29788,35215,,35152
29608,35548,,35134
29932,35809,,34873
29725,35413,,34873
29725,35782,,35359
29590,35593,,35440
29932,35917,,35449
29608,35215,,35485
29662,35296,,35503
29752,35701,,35287
29707,35908,,35278
29752,35179,,35386
29716,35719,,35269
29842,35521,,35233
29824,35494,,35368
29707,35611,,35611
29689,35251,,35431
29788,35656,,35359
29743,35269,,35233
29851,35557,,35575
29491,35386,,35422
29635,35674,,35143
29671,35791,,35665
29545,35638,,35116
29743,35251,,34720
29761,35458,,35215
29572,35593,,35656
29644,35467,,35170
29779,35143,,34963
29689,35305,,35332
29743,35674,,35116
29644,35827,,35215
29671,35611,,35224
29725,35539,,35386
29572,35440,,35215
29680,35089,,35341
29824,35296,,35044
29797,36304,,35530
29752,35530,,35278
29752,35647,,35179
29734,35485,,35485
29770,34927,,35485
29752,35971,,35008
29626,35503,,35377
29689,35665,,35476
29824,35431,,35341
29698,35737,,35080
29716,35800,,35323
29734,35809,,35071
29941,36016,,35368
29599,35917,,35134
29680,36061,,35296
29806,36268,,35269
29896,36115,,35035
29599,35656,,35593
29806,35899,,35350
29734,35665,,34873
29671,35125,,35314
29626,35602,,34954
29761,35719,,35242
29806,35602,,35161
29680,35719,,35341
29572,35449,,34981
29725,35350,,35818
29689,35485,,35611
29662,35449,,35593
29824,35656,,35161
29761,35926,,35215
29797,36106,,35926
29797,35674,,35251
29833,35530,,35170
29626,35980,,34891
29824,36079,,35215
29788,35710,,35035
29788,35872,,35143
29788,36277,,35116
29806,35197,,35179
29761,35512,,35656
29716,35206,,34891
29761,35701,,35224
29743,35611,,35062
29698,35467,,35116
29680,35611,,35386
29680,35764,,35674
29788,36187,,35449
29770,35665,,34810
29824,35863,,35098
29824,36052,,35719
29887,36115,,35575
29878,35683,,34900
29671,35665,,34567
29779,35944,,35386
29626,36052,,35476
29833,35926,,35170
29761,35845,,35296
29635,35692,,35197
29644,35746,,34900
29635,36079,,35413
29662,35431,,35620
29851,35656,,34855
29725,35467,,35962
29698,35521,,35323
29923,35593,,35638
29779,35746,,34828
29698,35494,,35728
29662,35224,,35116
29815,35863,,35647
29824,35467,,34981
29716,35539,,35395
29698,35422,,34918
29680,35143,,35296
29680,35287,,35026
29851,35332,,35305
29662,36088,,35278
29653,35656,,35296
29689,35944,,34945
29752,35764,,35359
29707,35836,,35188
29671,35701,,35098
29662,35908,,35224
29779,35665,,34954
29617,35530,,35332
29617,35935,,35179
29707,35512,,35260
29599,36043,,35035
29788,35665,,35269
29662,35368,,34756
29608,35881,,35242
29797,35809,,35017
29743,36088,,35476
29878,35584,,35215
29716,35818,,35017
29752,35287,,35737
29644,35602,,35503
29797,35215,,35215
29617,35323,,35494
29608,35449,,34963
29752,35863,,35269
29896,35539,,35188
29689,35548,,35197
29725,35332,,35404
29626,35494,,35251
29653,35935,,35134
29671,35665,,35413
29833,35809,,35170
29788,35638,,35062
29707,35710,,35017
29788,35944,,35368
29761,35593,,35233
29716,36070,,35368
29977,35323,,35116
29770,35971,,35332
29743,35593,,35503
29707,35449,,35260
29725,35323,,34810
29878,35998,,35314
29716,35476,,35161
29743,35548,,35044
29716,35683,,34927
29698,35602,,35098
29635,34927,,35683
29581,35359,,35350
29725,35539,,34954
29698,35746,,35656
29581,35494,,35350
29887,35647,,35179
29752,35521,,34999
29626,35899,,35143
29599,35989,,35035
29680,35989,,35629
29680,35017,,35800
29662,35161,,35062
29671,35773,,35188
29734,35746,,35494
29716,35647,,34900
29725,35386,,35026
29689,35575,,35170
29626,35368,,35089
29545,35710,,35269
29599,35755,,35503
29761,35773,,35431
29905,35314,,35188
29653,35458,,35071
29734,35494,,35323
29662,35881,,35242
29788,35602,,35377
29635,35773,,34945
29716,35305,,35260
29779,35440,,35296
29779,35683,,34927
29680,35944,,35053
29806,36016,,35224
29689,35890,,35476
29653,35602,,35224
29779,35935,,35242
29995,35566,,34792
29779,35485,,35197
29599,35602,,35125
29851,35404,,35260
29860,35683,,35710
29671,35917,,34990
29680,35665,,35377
29752,35611,,34918
29662,35674,,35053
29761,35521,,35611
29869,35242,,35125
29572,35746,,35332
29563,35629,,35269
29698,35638,,35332
29806,35494,,35215
29680,36160,,35044
29878,35116,,35260
29743,35422,,35170
29671,35647,,35053
29851,35755,,34972
29734,36124,,35215
29689,35368,,35179
29725,35953,,35557
29626,35665,,34756
29905,35971,,35377
29653,35674,,35278
29644,36250,,35278
29761,35440,,34801
29689,35143,,35620
29833,35575,,34819
29680,35764,,35008
29725,35926,,35377
29770,35926,,35359
29806,36007,,35431
29905,36079,,35233
29572,35710,,34810
29662,35566,,34702
29725,35485,,35647
29581,35026,,35116
29662,36088,,35350
29662,35314,,35080
29707,36043,,35476
29761,35827,,34648
29779,35836,,35098
29617,35962,,35449
29545,35602,,35575
29581,36052,,35125
29644,35845,,35566
29707,35926,,34936
29734,35548,,35575
29608,35458,,35044
29842,35674,,35197
29599,35854,,35287
29554,35710,,35107
29698,35782,,35395
29680,35701,,35233
29617,35530,,35215
29707,35332,,35368
29779,36124,,35170
29770,35503,,34990
29815,35512,,35206
29860,35827,,35107
29788,35998,,35305
29608,35746,,35350
29824,35800,,35107
29545,36160,,35287
29725,35836,,35692
29797,35386,,35314
29842,35836,,35368
29743,35953,,35287
29671,35647,,35116
29842,36169,,34963
29698,35683,,35008
29779,35107,,34756
29707,35539,,35314
29779,35728,,35395
29752,35647,,35143
29590,35305,,35710
29671,35935,,35071
29572,35404,,35278
29716,35611,,35134
29680,35665,,35161
29842,35764,,35332
29662,35278,,35494
29833,35557,,34702
29707,35575,,35296
29716,35665,,34954
29599,35836,,35116
29797,35800,,35260
29770,35188,,35611
29977,35872,,34873
29662,35818,,35107
29635,36043,,35476
29626,35305,,35026
29734,35557,,35242
29563,35989,,35485
29734,36061,,35548
29572,35602,,34855
29536,35395,,35224
29824,35953,,35638
29617,35089,,35467
29581,35521,,35152
29797,35557,,35422
29743,35539,,35377
29725,35719,,35143
29617,35386,,35269
29743,35620,,35134
29698,35548,,35116
29563,35458,,35647
29851,35224,,35647
29797,35620,,35476
29509,35350,,35359
29869,35584,,35323
29689,35908,,35332
29743,35674,,35170
29743,35656,,35053
29725,35431,,34963
29626,36151,,34837
29662,36052,,34954
29572,35701,,35548
29860,35989,,35134
29653,35602,,35260
29743,35728,,35404
29806,35611,,35107
29662,35800,,35116
29752,35935,,35098
29725,35575,,35179
29734,35773,,35188
29500,35935,,35440
29662,36052,,35530
29716,35377,,35251
29707,35629,,34972
29806,35782,,35575
29752,35512,,35170
29815,35584,,34999
29833,36061,,35611
29545,35755,,35197
29788,35350,,35314
29662,35899,,35521
29842,35935,,35260
29914,35548,,35116
29707,35971,,35413
29599,35224,,35125
29635,35719,,35206
29761,35800,,35278
29707,35422,,34828
29617,35638,,35143
29581,35899,,35296
29752,35854,,35539
29698,35341,,35053
29914,35611,,34936
29878,35089,,35017
29626,35575,,35161
29770,35800,,35800
29734,35836,,35341
29806,35800,,35404
29608,35377,,35467
29545,35863,,35215
29788,35710,,35791
29905,35494,,35296
29644,35215,,34648
29680,35782,,35269
29518,35755,,35629
29635,35062,,35521
29995,36178,,35170
29626,35395,,34891
29707,35116,,35260
29896,35593,,35377
29707,35863,,34864
29599,35989,,35017
29761,35413,,34981
29626,35575,,35314
29608,35350,,34927
29680,36106,,35026
29914,35962,,35377
29581,35854,,35449
29743,34990,,35197
29824,35746,,35350
29707,35620,,35161
29671,35710,,35305
29644,35566,,35260
29635,35818,,35125
29734,35530,,35233
29770,35350,,35242
29491,35575,,35368
29878,35917,,35422
29716,35620,,35422
29662,35449,,35035
29698,35800,,35521
29653,35548,,35125
29689,35359,,35440
29752,35593,,35422
29653,35656,,35278
29914,35674,,35152
29806,35746,,35530
29797,35368,,34954
29707,35836,,35323
29617,34801,,34990
29617,35575,,35233
29797,34990,,34936
29779,35548,,35071
29653,35917,,35737
29824,35773,,35728
29617,35530,,35341
29698,35656,,35233
29662,35710,,35251
29662,35836,,35665
29680,35710,,35395
29806,36151,,35134
29716,35323,,35269
29743,36349,,35323
29698,35611,,35161
29707,35377,,35458
29779,35800,,35287
29698,35683,,35503
29752,35692,,35215
29743,35521,,34846
29752,35764,,35512
29644,35152,,35143
29797,35674,,35467
29806,35701,,35305
29545,35071,,35413
29815,35593,,35107
