kmeans,random,greedy,hillclimber
,35998,,34990
,35521,,35341
,35926,,35143
,35863,,35215
,35233,,35323
,36124,,35305
,35611,,35206
,35836,,35251
,35611,,34801
,35467,,35476
,35629,,35773
,35521,,34927
,35710,,34990
,35476,,35341
,35764,,35278
,35584,,35485
,35332,,35521
,35917,,34810
,35647,,34819
,35341,,35152
,35683,,35287
,35629,,35125
,36286,,35476
,35836,,35386
,35728,,35521
,35557,,34918
,35593,,35503
,35431,,35341
,35962,,35161
,35953,,34990
,35674,,34927
,35431,,35341
,35161,,35665
,35944,,35629
,35692,,34990
,35485,,34999
,35710,,35278
,35764,,35179
,35395,,34702
,35782,,35323
,35593,,35170
,35548,,35062
,35620,,35512
,35521,,35305
,35953,,35170
,36106,,35116
,35368,,35746
,36241,,34954
,36016,,34882
,35422,,35305
,35440,,35296
,35818,,35314
,35728,,35449
,35926,,34909
,35107,,34990
,35638,,35332
,36178,,35404
,35980,,35233
,35476,,35008
,35755,,35800
,35953,,35287
,35638,,35350
,35368,,35359
,35611,,34918
,35719,,35251
,35287,,35359
,35845,,34882
,35665,,35557
,35746,,35485
,36088,,34837
,35962,,35179
,35971,,35269
,35800,,35728
,35899,,35035
,35476,,35107
,35593,,35143
,35836,,35008
,35746,,35314
,36079,,35557
,35665,,35503
,35791,,35215
,35494,,35062
,36232,,35080
,35935,,35296
,35602,,35377
,35458,,35422
,35422,,34954
,35674,,35485
,35782,,34963
,35764,,35152
,35782,,35539
,35746,,35431
,35728,,35458
,35890,,35062
,35224,,35674
,36295,,35242
,35674,,35341
,35782,,35368
,35449,,35143
,35755,,35026
,35548,,35206
,35872,,34819
,35998,,35431
,35800,,35179
,35620,,35242
,36115,,34837
,35854,,35323
,35530,,34720
,35467,,35260
,36133,,35017
,35629,,35386
,35773,,35233
,35998,,35188
,36061,,35170
,35836,,34918
,35647,,34972
,35899,,35071
,35719,,35215
,35611,,35152
,35215,,35134
,35728,,35017
,35359,,35035
,35530,,35035
,35620,,35314
,35809,,35278
,35737,,35548
,35845,,35260
,35890,,35305
,35692,,35143
,35143,,35053
,35917,,35431
,35791,,35422
,35341,,35233
,35305,,34927
,35152,,35368
,36025,,35386
,35611,,35251
,35305,,35341
,35503,,35737
,35782,,35368
,36070,,35809
,35710,,35314
,35557,,35269
,35323,,34963
,35332,,35287
,35719,,35053
,35782,,35251
,35467,,35845
,35800,,35611
,35755,,34999
,35944,,35260
,35512,,35278
,35701,,35215
,35350,,35602
,36052,,35224
,35791,,35179
,35269,,34801
,36295,,35539
,36133,,35206
,36286,,35386
,35224,,35287
,36133,,34927
,35989,,35242
,35827,,35485
,35953,,34729
,35422,,34846
,35449,,34738
,35170,,35134
,35953,,35197
,35953,,35053
,35647,,34873
,36295,,35107
,35260,,35260
,35503,,34981
,35809,,35071
,35989,,35683
,35422,,35431
,35629,,34909
,35809,,35116
,35692,,35116
,35269,,35107
,35764,,35269
,35422,,35431
,35206,,35269
,35935,,35152
,35611,,35557
,35980,,35413
,35809,,35485
,35620,,35350
,35755,,35395
,36070,,35584
,36286,,35800
,36061,,35242
,35188,,35260
,35134,,35899
,35737,,35431
,35710,,35206
,35296,,35602
,35377,,35206
,35728,,35566
,35908,,35368
,35485,,35314
,35926,,35323
,35971,,35269
,35719,,35593
,35620,,35323
,35701,,35467
,36043,,34945
,35944,,35152
,35791,,35098
,36097,,35350
,35881,,34747
,35296,,35053
,35368,,35818
,35494,,35449
,36178,,35134
,35557,,35071
,35998,,35485
,35719,,35305
,35845,,35242
,35818,,35341
,35593,,34774
,35809,,35431
,35233,,35269
,35233,,35242
,35836,,34990
,35584,,35377
,35440,,35224
,35665,,35269
,35728,,35386
,35701,,34954
,35674,,35125
,35296,,35395
,35530,,35593
,35620,,35323
,35062,,35188
,35926,,35143
,35395,,35404
,35647,,34963
,35710,,35368
,35998,,35638
,35575,,34819
,35584,,35665
,35665,,35305
,35755,,35062
,35386,,35413
,35908,,35251
,35863,,35476
,35431,,35476
,35782,,35026
,36007,,35197
,35503,,35305
,35881,,35512
,35737,,35170
,35458,,35395
,35602,,35098
,35458,,35098
,35485,,35593
,35611,,35665
,35782,,35233
,35458,,35305
,35395,,34792
,36115,,35170
,36034,,35080
,35404,,35125
,35773,,35089
,35692,,35467
,35404,,34900
,35512,,35107
,35593,,35035
,35665,,34900
,35494,,35251
,35683,,35620
,35953,,35116
,35134,,35503
,36070,,35161
,35692,,35305
,35611,,35251
,35881,,35422
,35476,,35107
,35908,,35044
,35701,,35458
,35710,,35467
,35764,,35314
,35836,,35242
,35638,,35170
,35809,,34972
,35962,,35422
,35602,,35593
,35962,,35296
,36241,,34936
,35728,,34981
,35764,,35062
,35620,,35071
,35512,,35323
,36133,,35557
,36097,,35251
,35854,,35134
,35638,,35341
,35737,,35404
,35899,,35071
,35755,,35656
,35557,,35062
,35935,,35188
,35467,,34891
,35080,,35485
,35827,,35323
,35449,,35800
,36007,,35260
,35872,,35125
,35485,,35287
,35719,,35368
,35728,,35062
,35881,,35476
,35431,,35503
,35332,,35530
,35530,,35557
,35305,,34918
,35413,,35305
,35971,,34909
,35431,,35278
,35503,,35296
,35269,,35287
,35377,,35026
,35305,,34990
,35539,,35233
,35530,,35152
,35818,,35278
,35413,,35251
,35377,,35242
,35602,,35323
,35971,,34972
,35809,,35125
,35746,,35098
,35638,,34918
,35872,,35188
,35899,,34882
,35467,,35125
,35926,,35512
,36196,,35791
,35512,,35314
,35431,,35431
,35629,,35647
,35611,,35440
,35521,,35341
,35980,,35701
,35827,,35530
,35620,,35413
,35962,,35422
,35854,,35701
,35530,,34729
,35737,,35341
,36007,,35386
,35584,,35359
,35503,,35332
,35710,,35701
,34792,,35098
,36475,,35359
,35827,,34369
,35080,,35278
,36079,,35449
,35791,,35719
,36133,,35404
,35359,,35503
,36043,,34909
,36304,,34846
,36115,,35107
,35980,,35296
,35836,,35098
,35710,,35620
,35800,,35143
,34981,,35107
,35845,,35053
,36367,,34405
,35899,,35530
,35971,,35620
,36214,,35062
,35881,,34801
,35953,,34981
,35890,,35377
,35485,,35422
,35557,,34900
,35566,,35098
,35638,,34738
,35701,,35989
,35449,,35206
,35431,,35773
,35791,,35071
,35269,,35017
,35584,,35350
,35665,,35089
,36133,,35224
,35953,,35413
,36484,,35026
,35620,,34963
,35260,,35116
,36529,,35566
,35737,,35341
,36133,,35098
,35548,,35467
,35692,,34720
,36313,,35107
,35341,,35134
,35044,,35710
,35341,,35053
,35953,,35107
,35269,,35098
,35287,,35224
,35377,,34792
,35935,,35044
,35800,,35557
,35872,,35431
,35278,,34846
,35998,,35287
,35665,,35143
,35233,,35485
,35872,,35251
,35890,,35071
,35521,,35260
,35755,,35431
,35665,,35350
,35611,,35494
,35080,,35242
,35863,,35161
,35593,,35323
,35890,,34990
,35710,,35179
,35953,,35143
,35746,,35017
,35368,,35458
,35746,,35314
,35548,,35404
,36223,,34999
,36025,,35404
,36043,,35017
,35593,,35287
,36097,,35692
,35791,,35008
,36142,,35413
,35584,,35557
,35458,,35467
,35629,,35368
,36070,,35278
,35629,,35125
,35413,,35224
,35737,,34927
,35980,,35215
,35818,,35548
,35773,,35179
,35890,,34927
,35647,,35728
,35467,,35503
,35575,,35440
,36232,,35863
,35980,,35512
,34774,,35053
,35800,,35458
,36025,,35107
,35980,,35440
,35539,,34963
,36115,,35305
,36214,,35773
,35656,,35143
,35719,,35368
,35449,,35152
,36007,,35224
,35278,,35269
,35872,,35008
,35314,,35377
,35341,,35125
,35413,,35341
,35503,,35809
,35692,,36106
,35404,,35206
,35656,,35503
,35404,,35098
,35980,,35683
,35710,,35503
,36007,,35764
,35575,,34837
,35683,,34819
,36133,,35431
,35872,,35044
,35710,,35629
,35332,,35548
,35791,,35341
,35404,,35620
,35746,,35476
,35440,,34855
,35602,,35053
,35782,,34918
,35566,,35197
,36277,,35485
,35620,,35260
,35377,,35215
,35377,,35062
,36268,,35539
,35512,,34765
,35566,,35071
,35638,,34981
,35773,,35125
,36007,,35557
,35782,,35062
,35656,,35035
,35710,,35629
,35746,,35170
,35395,,35026
,35863,,35143
,35998,,35080
,35845,,35341
,35917,,35305
,35863,,35188
,35566,,34882
,35737,,35305
,35791,,35575
,35701,,35071
,35827,,35224
,35512,,35143
,35791,,35647
,35674,,35863
,35395,,35188
,35485,,35179
,35539,,34810
,36250,,35089
,35764,,35098
,35755,,35323
,35467,,35071
,35899,,35413
,35566,,35233
,35926,,35152
,35350,,35503
,35404,,35323
,35089,,35287
,35548,,34918
,35539,,35080
,35575,,35179
,35854,,35323
,35593,,35044
,35503,,35404
,35629,,35728
,35152,,35476
,35611,,35530
,35350,,35062
,35800,,35188
,35926,,35737
,36043,,35431
,35674,,35053
,35107,,35440
,35665,,35620
,35638,,35332
,35953,,35818
,35683,,35143
,35674,,35197
,35944,,35116
,35683,,35179
,35746,,35035
,35728,,35188
,35710,,35629
,36205,,35377
,35458,,35296
,35953,,35431
,35890,,35332
,35944,,35638
,35485,,35719
,35449,,35251
,35692,,35017
,35836,,35809
,35719,,34927
,35926,,35404
,35755,,34891
,35665,,34918
,36250,,35683
,35782,,35143
,35566,,35350
,36178,,35368
,35485,,35557
,35944,,35422
,35800,,35152
,35863,,35242
,35575,,35269
,35764,,35053
,35908,,34801
,35557,,35611
,35629,,35431
,36034,,35656
,35566,,35818
,35737,,35377
,35782,,35026
,35737,,35152
,35683,,35350
,35341,,35125
,35476,,35476
,35755,,35728
,35683,,35458
,35917,,35134
,36061,,35224
,35917,,35440
,35341,,34792
,35530,,35413
,35683,,35242
,36016,,35188
,35224,,35116
,36016,,35035
,35557,,35116
,35431,,35134
,35647,,35278
,35899,,35260
,35530,,35539
,35872,,35107
,36097,,35107
,36097,,34801
,35827,,34972
,36079,,35566
,35575,,35089
,35314,,35692
,35224,,35359
,35575,,35152
,35341,,35017
,35719,,34990
,35728,,35107
,35683,,35242
,35872,,34981
,35989,,35242
,36142,,34990
,35737,,35638
,36169,,35404
,35638,,35476
,35485,,35296
,36025,,35089
,35188,,35476
,35782,,34828
,35287,,35116
,35728,,35098
,35782,,35683
,35368,,35233
,35584,,35314
,35593,,35197
,35251,,35188
,35755,,35476
,35746,,35026
,35872,,35224
,34990,,35170
,35512,,34918
,35584,,35197
,35431,,35206
,35926,,35521
,35134,,35026
,35764,,35602
,35566,,35116
,35629,,34702
,35809,,35476
,35494,,34927
,35566,,35296
,35737,,35215
,35197,,35377
,35395,,35746
,35836,,35260
,35512,,35476
,35422,,34981
,35836,,34882
,35602,,35116
,35809,,35836
,35422,,35341
,35665,,35476
,36007,,35395
,35305,,35395
,35053,,35269
,35674,,35323
,35827,,35458
,36214,,35152
,35431,,35062
,35494,,35359
,35314,,35107
,35566,,35215
,35989,,34936
,35512,,34972
,35692,,35458
,35665,,34909
,35251,,35323
,35782,,35071
,35602,,35692
,35656,,35692
,35359,,35161
,35737,,35305
,35998,,35647
,35971,,34972
,35368,,35233
,35710,,35530
,35980,,35251
,35764,,35512
,35611,,35575
,35836,,35332
,34720,,35242
,36259,,35269
,35764,,35197
,35800,,34990
,35503,,35449
,35764,,35521
,35242,,35269
,36016,,35044
,35323,,35503
,35539,,35503
,35647,,35269
,35269,,35314
,35800,,34837
,35512,,35098
,35872,,34981
,35755,,35224
,35782,,35017
,35809,,34837
,35647,,35305
,35413,,35035
,35233,,35368
,35809,,35296
,35683,,35206
,35422,,35341
,35800,,35080
,35980,,35692
,35971,,35359
,35269,,35350
,35818,,35476
,35674,,35350
,35764,,35611
,35665,,35134
,35647,,35242
,35440,,35350
,35539,,34873
,35701,,35323
,35809,,35179
,36052,,35422
,36025,,34846
,35827,,35116
,35755,,34765
,35683,,35530
,35719,,35476
,35638,,35305
,35818,,35530
,35692,,34819
,35593,,34693
,35152,,35071
,36223,,35107
,36070,,35080
,35503,,35125
,35647,,35287
,35989,,35287
,36196,,35053
,35827,,35089
,35485,,35278
,35890,,35485
,35701,,35080
,35350,,35215
,36025,,35260
,35566,,35242
,35647,,35287
,36016,,35476
,35404,,35485
,35854,,35314
,35872,,35260
,35395,,35773
,35728,,35611
,35575,,35323
,35314,,35026
,35728,,35449
,35701,,35107
,35656,,35539
,35917,,35719
,35683,,35170
,35431,,35260
,35728,,35350
,35728,,35278
,35548,,35575
,35800,,35332
,35494,,34936
,35899,,35485
,35926,,35575
,35233,,34738
,35773,,35197
,36034,,35476
,35737,,35008
,35431,,35260
,35854,,35035
,35080,,35467
,35908,,35413
,35323,,35638
,35566,,35008
,35827,,35224
,36007,,35170
,35791,,35458
,35206,,35116
,35611,,34630
,35782,,35179
,35710,,35152
,35503,,35530
,35566,,34873
,35530,,35179
,35908,,35656
,35530,,35143
,35359,,35278
,35422,,35539
,35998,,35089
,35485,,34891
,35881,,35215
,35962,,35062
,35557,,35656
,35836,,35026
,35602,,35179
,35476,,34864
,35827,,35134
,35773,,35764
,35314,,35422
,35377,,35080
,35476,,35134
,35647,,34864
,35692,,35233
,35962,,35188
,35890,,35260
,35341,,35296
,35629,,35395
,35845,,34900
,35233,,34954
,35764,,35305
,35674,,34693
,35701,,35188
,35656,,35314
,36241,,35152
,35548,,35179
,35494,,35251
,35368,,34801
,35602,,35368
,35512,,35098
,36160,,35449
,35674,,35512
,35170,,35323
,35611,,35188
,35701,,34918
,35611,,35386
,35710,,35359
,35674,,35161
,35242,,34792
,35089,,34810
,35836,,35386
,35494,,35278
,35665,,35053
,35935,,35332
,35845,,35602
,35242,,35503
,35485,,35737
,35710,,35665
,35557,,35467
,36160,,35485
,35917,,34981
,35575,,35224
,35233,,34729
,35512,,35449
,35611,,35251
,35386,,35062
,35458,,35350
,35935,,34954
,35575,,34594
,35431,,35224
,35548,,35179
,35440,,35071
,35647,,35872
,35845,,34855
,35539,,35701
,35800,,34810
,35827,,35539
,35485,,35296
,35620,,35278
,35764,,35737
,36187,,35008
,35269,,35080
,35629,,35296
,35557,,35197
,35395,,34891
,36061,,35854
,35521,,35332
,35503,,35467
,35701,,34882
,35521,,35071
,35503,,35458
,35755,,35224
,36079,,35089
,35980,,35521
,36187,,35512
,35827,,35098
,35620,,35764
,35386,,35377
,35809,,35071
,35692,,35359
,35584,,35071
,35413,,34891
,35701,,35179
,35800,,35575
,35458,,34981
,36070,,35584
,36034,,34990
,36025,,34684
,35836,,34963
,35737,,35350
,35539,,35026
,35710,,34810
,35899,,34558
,35674,,35188
,35467,,35206
,34837,,34954
,35836,,35188
,35746,,35611
,35305,,35251
,35620,,35089
,35800,,34999
,35737,,34819
,35170,,35161
,35584,,35242
,35710,,35548
,35620,,35260
,35836,,35161
,35197,,35332
,35827,,35422
,35890,,35269
,35602,,35152
,35755,,35215
,35782,,35422
,35350,,35512
,35836,,35170
,35323,,35593
,35620,,35332
,35872,,35503
,35818,,35080
,35431,,35062
,36052,,35368
,35485,,35476
,35782,,35485
,35350,,35017
,35818,,35134
,35710,,35341
,35665,,35053
,35773,,35044
,35296,,35521
,35638,,35098
,35476,,35449
,35638,,35881
,35503,,35197
,35953,,35350
,35449,,35386
,35827,,35476
,35710,,34927
,36259,,35179
,35458,,34891
,35530,,34972
,35413,,35251
,35719,,34801
,35404,,35692
,35935,,34981
,35764,,35125
,35746,,35188
,35440,,35323
,35359,,35476
,35692,,34891
,35620,,35782
,35836,,35575
,35755,,35332
,35575,,35179
,36421,,35134
,35917,,35395
,36052,,35170
,35341,,35620
,35287,,35584
,35737,,35152
,36007,,35377
,36097,,35368
,35575,,35224
,35629,,35458
,35737,,35386
,35719,,35710
,35737,,35413
,36106,,34936
,35854,,35368
,35611,,34927
,35728,,35296
,36358,,35377
,35170,,35422
,35791,,35395
,36061,,35485
,35872,,34882
,35827,,35593
,35827,,35323
,35494,,35287
,35341,,35413
,35125,,35404
,36097,,34954
,36016,,35476
,35854,,34918
,35881,,35251
,36259,,35215
,35458,,35368
,35791,,35593
,35998,,35710
,35602,,34900
,35485,,34936
,35395,,34891
,35062,,35242
,36133,,35467
,35872,,35440
,35737,,35485
,35647,,35521
,35710,,35188
,35800,,35476
,35908,,35197
,35836,,35368
,35998,,35071
,35692,,35206
,35782,,35089
,35620,,35584
,35674,,34711
,35593,,35152
,36322,,35197
,35746,,35287
,35080,,35062
,35584,,35386
,35818,,35422
,35593,,35296
,35809,,35206
,35422,,35287
,36007,,35170
,35683,,35071
,35836,,34918
,35413,,35530
,35476,,35053
,35458,,35278
,35710,,35467
,35845,,35503
,36034,,35080
,35710,,34882
,35980,,35710
,35818,,35107
,35053,,35116
,35395,,35566
,35782,,35188
,35800,,35620
,35539,,34810
,35359,,35359
,35584,,35692
,36016,,35584
,35620,,35422
,35476,,34819
,35440,,34783
,35971,,35629
,36268,,34810
,35503,,34864
,35143,,35710
,35746,,34945
,35071,,35125
,35827,,35296
,35566,,34936
,35782,,35701
,36061,,34765
,35881,,35584
,35548,,35305
,35692,,35161
,35548,,35044
,35674,,35143
,35818,,35809
,35800,,35350
,35800,,35395
,35818,,35386
,36106,,35134
,35503,,35773
,35809,,34864
,35890,,35341
,35467,,35161
,35701,,35656
,35602,,35674
,35719,,35386
,35647,,35476
,35413,,35422
,35791,,35494
,35233,,35503
,35746,,35179
,35503,,35098
,35260,,34954
,35152,,35035
,35584,,35278
,35503,,35422
,35782,,34891
,35566,,35314
,35566,,35620
,35539,,34873
,35629,,34765
,35926,,35107
,36016,,35485
,35404,,35404
,35917,,35197
,35908,,35071
,35404,,35278
,35755,,35737
,35755,,35260
,35521,,35296
,35791,,35125
,35755,,35611
,35233,,35143
,35800,,35458
,35800,,34981
,35836,,34954
,35782,,35125
,35539,,35296
,36061,,35008
,35458,,35512
,35377,,35818
,35935,,35062
,36070,,35476
,36043,,34936
,35917,,35440
,35971,,35521
,35530,,35611
,35620,,35224
,35692,,34936
,35539,,35260
,36106,,34900
,35584,,35269
,35791,,35602
,36016,,35107
,35548,,35647
,35386,,34855
,35575,,35251
,35800,,35386
,35107,,34828
,35494,,35305
,35782,,34972
,35494,,35251
,35854,,34981
,35800,,34927
,35962,,34981
,35440,,34918
,35422,,35260
,36151,,35008
,36223,,35161
,36016,,35629
,35656,,35098
,35719,,34891
,35260,,34909
,35647,,35098
,35476,,35395
,35773,,34873
,34747,,35566
,35719,,35242
,35854,,35188
,36232,,35044
,35755,,35134
,35440,,35251
,35674,,35485
,35269,,35377
,35728,,35683
,35539,,35044
,36043,,35260
,35467,,35539
,35827,,35584
,35233,,35575
,35638,,35539
,35629,,35188
,35413,,35107
,35656,,34963
,36016,,35143
,35557,,35188
,35818,,35089
,35809,,35485
,35953,,35269
,35764,,35044
,35656,,35179
,35827,,35314
,35827,,35197
,35188,,35395
,35467,,35179
,35890,,35422
,35503,,35233
,35710,,35494
,35773,,35323
,35692,,35152
,35953,,35035
,35440,,35422
,35422,,35386
,35530,,35170
,35485,,35395
,35827,,35737
,35845,,35170
,35764,,35125
,35728,,34576
,36007,,35467
,35818,,35350
,35260,,35143
,36079,,34792
,35692,,34747
,35728,,35386
,36160,,35683
,35566,,35368
,35953,,35566
,35404,,35179
,35368,,35611
,35944,,35539
,36115,,35188
,35674,,35206
,35377,,35206
,35899,,35368
,35737,,35062
,35476,,35908
,35854,,35107
,35503,,35188
,35728,,35494
,35269,,35089
,36133,,35503
,35557,,35593
,35458,,35575
,35467,,35791
,35386,,35134
,35539,,35143
,35494,,35179
,35602,,35314
,35548,,35224
,35926,,35197
,35827,,35548
,35422,,35278
,35242,,35476
,35737,,35296
,35530,,34855
,36133,,35008
,35269,,35422
,36079,,35377
,36142,,35278
,35935,,35377
,35818,,35224
,35440,,35224
,35422,,35251
,35341,,35575
,35701,,35350
,35566,,35449
,35728,,35287
,35782,,35512
,35908,,35323
,35098,,35278
,35278,,35332
,35665,,35188
,35890,,34900
,35368,,35215
,36052,,35755
,35665,,35080
,35917,,35341
,35413,,35125
,35584,,34882
,35557,,34981
,35701,,35152
,35674,,35206
,35647,,35242
,35575,,35296
,35719,,35359
,35422,,35593
,35791,,35341
,35611,,35485
,35251,,35377
,35656,,35143
,36034,,35098
,36016,,34918
,35782,,34873
,35611,,35404
,35665,,35251
,36025,,35332
,35836,,35161
,35926,,35161
,35881,,35431
,35530,,35170
,35872,,35557
,36151,,35242
,35332,,35107
,35476,,34963
,35773,,35395
,35764,,35431
,35215,,35593
,35872,,35152
,36070,,35017
,35827,,34972
,36088,,35116
,35476,,35251
,35809,,35179
,36286,,35323
,35737,,34990
,35494,,35530
,35908,,35332
,35917,,35269
,36133,,35377
,35782,,35107
,35809,,35161
,35782,,35494
,36295,,35404
,35845,,35503
,35548,,35143
,36115,,35062
,35503,,35314
,36034,,35080
,35521,,35044
,35881,,35170
,35521,,35206
,35836,,34756
,35953,,35278
,35161,,35674
,35899,,35035
,35179,,35098
,35395,,35080
,35710,,35503
,35503,,35395
,36007,,35224
,36250,,35323
,35458,,34702
,35485,,35647
,36016,,35305
,35602,,34936
,35827,,35269
,35935,,35629
,35773,,35080
,35179,,35116
,35296,,35350
,35539,,35476
,35908,,35215
,35377,,35206
,35755,,35098
,35872,,35260
,35989,,35089
,35539,,35098
,35476,,35242
,35278,,35026
,35494,,35278
,35881,,35485
,35710,,35278
,35440,,34846
,35620,,34963
,35872,,35368
,35467,,35314
,35827,,35557
,35629,,34891
,35746,,35152
,35530,,35485
,35053,,35179
,35413,,35530
,35530,,35350
,35890,,35116
,35611,,35242
,35521,,35323
,35341,,35044
,35692,,34936
,35710,,34981
,35899,,35386
,35926,,35026
,35458,,35359
,35251,,35170
,35368,,34891
,35773,,35512
,36025,,35224
,35323,,35152
,35719,,35098
,35350,,35269
,36124,,35071
,35629,,35602
,35899,,35152
,35782,,35188
,35935,,35287
,35665,,35602
,35827,,35557
,35170,,35386
,35377,,35287
,35692,,35242
,35431,,35323
,35143,,35233
,35890,,35764
,35881,,34774
,36187,,35341
,35872,,35422
,35953,,35125
,36313,,35593
,35755,,35179
,35638,,35422
,35485,,35215
,35458,,35521
,35440,,35026
,35494,,35161
,35647,,35458
,35206,,35287
,35953,,35134
,35683,,35629
,35512,,34936
,35476,,34837
,36007,,35179
,35440,,35287
,36016,,35260
,35881,,35161
,35629,,35395
,35215,,35269
,36106,,35332
,35764,,35458
,36088,,35089
,35413,,35476
,36052,,35467
,35710,,35269
,36025,,34936
,36205,,35305
,35278,,36007
,35494,,34702
,35350,,35161
,35557,,35395
,35557,,34810
,36025,,35305
,35170,,35332
,35836,,35476
,35512,,35134
,36016,,35044
,35584,,35089
,35656,,35350
,35809,,35395
,35512,,35332
,35494,,35548
,35557,,35431
,35278,,35674
,35899,,35476
,35701,,35188
,35944,,35170
,35539,,34900
,35476,,34918
,35674,,35170
,35953,,35161
,35530,,35575
,35665,,34837
,35413,,34900
,36007,,35260
,35890,,35116
,35575,,35197
,35989,,35359
,35323,,35368
,35881,,35143
,35503,,35305
,35467,,35305
,35305,,35413
,35575,,35098
,35314,,35224
,35566,,35332
,36052,,35386
,35881,,35368
,35881,,35026
,35539,,35206
,35791,,35116
,35638,,35341
,35692,,35215
,36097,,35260
,35503,,35638
,35296,,35260
,36223,,35224
,35854,,35278
,35674,,35395
,35656,,35062
,35809,,35296
,35701,,35809
,36007,,34936
,35566,,35458
,35539,,35593
,36088,,34909
,35773,,35422
,35854,,35476
,35125,,34855
,35791,,35296
,35602,,35170
,36079,,35449
,35710,,35377
,35755,,35683
,35971,,35242
,35755,,35215
,35350,,35422
,35080,,35611
,36025,,35557
,35620,,35116
,36196,,35512
,35530,,35449
,36025,,35422
,35854,,35656
,35242,,34576
,35764,,35521
,36151,,35071
,35485,,35665
,35539,,35224
,35584,,36016
,36547,,35368
,35413,,35089
,35575,,35116
,35656,,35278
,35116,,35602
,35548,,35350
,36115,,35602
,35413,,35530
,35773,,35305
,35440,,35449
,35737,,35458
,35863,,35728
,35260,,35350
,35629,,35440
,36052,,35377
,36187,,35053
,35827,,35665
,35530,,35476
,36178,,34990
,35386,,35395
,35728,,35296
,35656,,35197
,35791,,35125
,35566,,35422
,35395,,35332
,35800,,35296
,35656,,35368
,35503,,35197
,35611,,34846
,36133,,34936
,35098,,34999
,35503,,35278
,35710,,34990
,35692,,34954
,35854,,35080
,35710,,35233
,36115,,35152
,35503,,35584
,35935,,35251
,35593,,35206
,35422,,35323
,35683,,35359
,35404,,35296
,36286,,35188
,35917,,35692
,35656,,35170
,35638,,35341
,35764,,35170
,35476,,34972
,35242,,35080
,35818,,34927
,35503,,34900
,35665,,35395
,35386,,35476
,36142,,34927
,35404,,34999
,35665,,35071
,35566,,35395
,35566,,35296
,35665,,35179
,35881,,35125
,36115,,34990
,35206,,35737
,35791,,34882
,35368,,35395
,35584,,34891
,35908,,35395
,35620,,35116
,35674,,35080
,36124,,35269
,35593,,34927
,35701,,35242
,35521,,35908
,35656,,35296
,36250,,35044
,35692,,35170
,36052,,35548
,35503,,35386
,35764,,35674
,35944,,35413
,35602,,35197
,35854,,35242
,35476,,35179
,35719,,35521
,35575,,34990
,35638,,34738
,35269,,35449
,35314,,35440
,35395,,35242
,35359,,35422
,36151,,35305
,35611,,35242
,35854,,35647
,35827,,35377
,35251,,34864
,35800,,35404
,35638,,35296
,35899,,35224
,35719,,35602
,35755,,35161
,35899,,35332
,35692,,35503
,35800,,35368
,35917,,35305
,35539,,35638
,35503,,34954
,35827,,34873
,35449,,35260
,35674,,35296
,35935,,35143
,35485,,35476
,35305,,35440
,35917,,35206
,35737,,34585
,35566,,35350
,35800,,34819
,35665,,35233
,35728,,35323
,35350,,35143
,35548,,35422
,35935,,34819
,34855,,35377
,35521,,35305
,36007,,35323
,35584,,35440
,35665,,35242
,36133,,35026
,35854,,35404
,35521,,35197
,35773,,35323
,35998,,35665
,35692,,35278
,35809,,35683
,35656,,35620
,35656,,35161
,35998,,35071
,35809,,35242
,35584,,35638
,35593,,35242
,35764,,35431
,35656,,35350
,35503,,34972
,35863,,35125
,35782,,35287
,35683,,35233
,35638,,35143
,35899,,35098
,35341,,35269
,35584,,34936
,35368,,35404
,36196,,35107
,35611,,35476
,34918,,35026
,35764,,34891
,35881,,35323
,35422,,35395
,35593,,35053
,35836,,34918
,35674,,35458
,36025,,35503
,36232,,34954
,35980,,35332
,35359,,35287
,36007,,35467
,35944,,35224
,35431,,35224
,36358,,34837
,35665,,35746
,35674,,35017
,36160,,35161
,35521,,35143
,35629,,35476
,35494,,35512
,36232,,34693
,35629,,35611
,35458,,34972
,35737,,35458
,35575,,35251
,35818,,35566
,35872,,35179
,35674,,35323
,35683,,35413
,36016,,34855
,35872,,35413
,35827,,35179
,35647,,34999
,36070,,34846
,35053,,35359
,35944,,35233
,35719,,35701
,35620,,34990
,35656,,35251
,35944,,35125
,35494,,35269
,35566,,35341
,35683,,35152
,35962,,35359
,35368,,35287
,35512,,35719
,35341,,34999
,35800,,35152
,35728,,35305
,36187,,35125
,35638,,34972
,35881,,35584
,36043,,35476
,35404,,35782
,35494,,34855
,35656,,35251
,35566,,35674
,35332,,35494
,36142,,35476
,35791,,35386
,36070,,35404
,35935,,35323
,35854,,35629
,35359,,34936
,35647,,35755
,35557,,35125
,35863,,35422
,35845,,35278
,34828,,34873
,36133,,35152
,35755,,35053
,35503,,35323
,35935,,35323
,36313,,34846
,35512,,35476
,35035,,35368
,35854,,35125
,35440,,35143
,35368,,34873
,35485,,35548
,36025,,35143
,35836,,35287
,35845,,35197
,35584,,35332
,35575,,35053
,35908,,35134
,35323,,35530
,35521,,35098
,35737,,34999
,35791,,35575
,35827,,35278
,35530,,35224
,36115,,35386
,35197,,35188
,35323,,35242
,35296,,35269
,36034,,34945
,35602,,35512
,35620,,35332
,35710,,35359
,36142,,35359
,36070,,35062
,35566,,35278
,35242,,35485
,36268,,35296
,35512,,35332
,35422,,35269
,35899,,35395
,35719,,35449
